cpt_code_range,ccs_numerical_label
00840-00848,232
00850-00857,232
00860-00869,232
00870-00870,232
00880-00884,232
00900-00908,232
00910-00918,232
00920-00928,232
00930-00938,232
00940-00948,232
00950-00952,232
01000-01000,232
01110-01112,232
01120-01150,232
01160-01160,232
01170-01173,232
01180-01202,232
01210-01234,232
01240-01240,232
01250-01260,232
01270-01300,232
01320-01320,232
01340-01340,232
01360-01360,232
01380-01404,232
01420-01420,232
01430-01432,232
01440-01444,232
01460-01464,232
01470-01474,232
01480-01486,232
01490-01490,232
01500-01502,232
01520-01522,232
01600-01600,232
01610-01610,232
01620-01622,232
01630-01638,232
01650-01656,232
01670-01670,232
01680-01682,232
01700-01700,232
01710-01716,232
01730-01732,232
01740-01744,232
01756-01758,232
01760-01760,232
01770-01772,232
01780-01784,232
01800-01800,232
01810-01810,232
01820-01829,232
01830-01832,232
01840-01844,232
01850-01852,232
01860-01860,232
01900-01908,232
01910-01918,232
01920-01926,232
01930-01936,232
01951-01958,232
01960-01969,232
01990-01999,232
99100-99140,232
99143-99150,232
0026T-0026T,233
0103T-0103T,233
0111T-0111T,233
80002-80019,233
80047-80051,233
80053-80054,233
80056-80056,233
80058-80058,233
80069-80069,233
80073-80073,233
80085-80086,233
82000-82000,233
82005-82013,233
82016-82040,233
82072-82088,233
82091-82096,233
82103-82112,233
82135-82140,233
82142-82154,233
82157-82165,233
82172-82172,233
82180-82190,233
82239-82240,233
82247-82252,233
82261-82261,233
82270-82270,233
82273-82370,233
82373-82397,233
82415-82415,233
82435-82436,233
82438-82441,233
82465-82507,233
82520-82534,233
82540-82600,233
82606-82627,233
82633-82635,233
82638-82638,233
82640-82641,233
82646-82654,233
82657-82658,233
82664-82691,233
82693-82726,233
82728-82740,233
82742-82747,233
82755-82777,233
82784-82787,233
82820-82985,233
83000-83003,233
83006-83014,233
83019-83520,233
83524-83525,233
83527-83571,233
83578-83599,233
83605-83634,233
83655-83680,233
83690-83721,233
83727-83727,233
83735-83789,233
83825-83840,233
83857-83859,233
83861-83861,233
83864-83883,233
83890-83919,233
83921-83921,233
83930-83945,233
83947-83947,233
83949-83951,233
83970-83970,233
83973-83973,233
83986-83993,233
84030-84031,233
84035-84037,233
84039-84040,233
84060-84140,233
84143-84146,233
84149-84176,233
84181-84200,233
84202-84203,233
84206-84228,233
84231-84318,233
84375-84406,233
84425-84443,233
84445-84446,233
84449-84466,233
84476-84482,233
84484-84613,233
84620-84681,233
84702-84800,233
84830-85060,233
85109-85364,233
85366-85999,233
86064-86067,233
86149-86151,233
86244-86244,233
86281-86281,233
88318-88319,233
88384-88386,233
88738-88741,233
89205-89205,233
94664-94665,233
94680-94690,233
94715-94725,233
94750-94770,233
E0620-E0620,233
G0001-G0001,233
G0103-G0103,233
G0306-G0306,233
G0307-G0307,233
G0394-G0394,233
G0432-G0432,233
G0433-G0433,233
G0435-G0435,233
P2028-P2028,233
P2033-P2033,233
P2038-P2038,233
S2120-S2120,233
S2150-S2150,233
S3618-S3618,233
S3620-S3620,233
S3625-S3625,233
S3626-S3626,233
S3630-S3630,233
S3655-S3655,233
S3700-S3700,233
S3701-S3701,233
80500-80502,234
81161-81599,234
85103-85105,234
86358-86358,234
88000-88199,234
88300-88314,234
88321-88323,234
88329-88381,234
88387-88399,234
89130-89141,234
89240-89240,234
89399-89399,234
G0124-G0124,234
G0141-G0141,234
G0143-G0143,234
G0144-G0144,234
G0145-G0145,234
G0147-G0147,234
G0148-G0148,234
G0461-G0461,234
G0462-G0462,234
P3000-P3000,234
P3001-P3001,234
Q0091-Q0091,234
Q0111-Q0111,234
S4036-S4036,234
0030T-0030T,235
0058T-0059T,235
0194T-0194T,235
0233T-0233T,235
0239T-0239T,235
0279T-0280T,235
0357T-0357T,235
80031-80042,235
80052-80052,235
80055-80055,235
80057-80057,235
80059-80068,235
80070-80072,235
80074-80084,235
80088-80099,235
80150-80440,235
82168-82168,235
82173-82173,235
82205-82225,235
82232-82232,235
82236-82236,235
82265-82265,235
82271-82272,235
82372-82372,235
82400-82405,235
82418-82425,235
82437-82437,235
82443-82443,235
82512-82512,235
82536-82539,235
82601-82601,235
82628-82628,235
82636-82636,235
82639-82639,235
82643-82643,235
82656-82656,235
82692-82692,235
82741-82741,235
82750-82750,235
82780-82780,235
82995-82995,235
83004-83004,235
83523-83523,235
83526-83526,235
83576-83576,235
83600-83600,235
83681-83685,235
83725-83725,235
83730-83730,235
83790-83799,235
83842-83842,235
83920-83920,235
83946-83946,235
83965-83965,235
83971-83972,235
83975-83985,235
83995-84005,235
84033-84033,235
84038-84038,235
84045-84045,235
84141-84142,235
84147-84147,235
84201-84201,235
84205-84205,235
84230-84230,235
84324-84324,235
84407-84407,235
84409-84420,235
84444-84444,235
84472-84474,235
84615-84615,235
84695-84695,235
84810-84810,235
85365-85365,235
86000-86063,235
86068-86070,235
86080-86148,235
86152-86243,235
86255-86280,235
86282-86318,235
86320-86357,235
86359-86385,235
86386-86587,235
86590-86594,235
86602-86808,235
86828-86911,235
86920-87003,235
87209-87209,235
87493-87493,235
88240-88241,235
88271-88275,235
88400-88720,235
88749-89055,235
89100-89105,235
89220-89235,235
89258-89259,235
89335-89360,235
89398-89398,235
93702-93702,235
G0026-G0026,235
G0027-G0027,235
G0107-G0107,235
G0265-G0265,235
G0266-G0266,235
G0328-G0328,235
G0464-G0464,235
G0471-G0471,235
G0472-G0472,235
G6030-G6030,235
G6031-G6031,235
G6032-G6032,235
G6034-G6034,235
G6035-G6035,235
G6036-G6036,235
G6037-G6037,235
G6038-G6038,235
G6039-G6039,235
G6040-G6040,235
G6041-G6041,235
G6042-G6042,235
G6043-G6043,235
G6044-G6044,235
G6045-G6045,235
G6046-G6046,235
G6047-G6047,235
G6048-G6048,235
G6049-G6049,235
G6050-G6050,235
G6051-G6051,235
G6052-G6052,235
G6053-G6053,235
G6054-G6054,235
G6055-G6055,235
G6056-G6056,235
G6057-G6057,235
G6058-G6058,235
G9143-G9143,235
P2029-P2029,235
P2031-P2031,235
Q3031-Q3031,235
S3628-S3628,235
S3645-S3645,235
S3650-S3650,235
S3652-S3652,235
S3708-S3708,235
S3711-S3711,235
S3713-S3713,235
S3721-S3721,235
S3800-S3800,235
S3818-S3818,235
S3819-S3819,235
S3820-S3820,235
S3822-S3822,235
S3823-S3823,235
S3828-S3828,235
S3829-S3829,235
S3830-S3830,235
S3831-S3831,235
S3833-S3833,235
S3834-S3834,235
S3835-S3835,235
S3837-S3837,235
S3840-S3840,235
S3841-S3841,235
S3842-S3842,235
S3843-S3843,235
S3844-S3844,235
S3845-S3845,235
S3846-S3846,235
S3847-S3847,235
S3848-S3848,235
S3849-S3849,235
S3850-S3850,235
S3851-S3851,235
S3852-S3852,235
S3853-S3853,235
S3854-S3854,235
S3855-S3855,235
S3860-S3860,235
S3861-S3861,235
S3862-S3862,235
S3865-S3865,235
S3866-S3866,235
S3870-S3870,235
S3890-S3890,235
S4027-S4027,235
S4030-S4030,235
S4031-S4031,235
S9529-S9529,235
94005-94005,236
94774-94777,236
99500-99602,236
G0151-G0151,236
G0152-G0152,236
G0153-G0153,236
G0154-G0154,236
G0155-G0155,236
G0156-G0156,236
G0157-G0157,236
G0158-G0158,236
G0162-G0162,236
G0320-G0320,236
G0321-G0321,236
G0322-G0322,236
G0323-G0323,236
G0324-G0324,236
G0325-G0325,236
G0326-G0326,236
G0327-G0327,236
S0270-S0270,236
S0271-S0271,236
S0272-S0272,236
S0273-S0273,236
S0274-S0274,236
S3601-S3601,236
S5035-S5035,236
S5036-S5036,236
S5108-S5108,236
S5109-S5109,236
S5110-S5110,236
S5111-S5111,236
S5115-S5115,236
S5116-S5116,236
S5120-S5120,236
S5121-S5121,236
S5125-S5125,236
S5126-S5126,236
S5130-S5130,236
S5131-S5131,236
S5135-S5135,236
S5136-S5136,236
S5170-S5170,236
S5175-S5175,236
S5180-S5180,236
S5181-S5181,236
S5185-S5185,236
S5199-S5199,236
S5497-S5497,236
S5498-S5498,236
S5501-S5501,236
S5502-S5502,236
S5503-S5503,236
S5517-S5517,236
S5518-S5518,236
S5520-S5520,236
S5521-S5521,236
S5522-S5522,236
S5523-S5523,236
S9061-S9061,236
S9097-S9097,236
S9098-S9098,236
S9109-S9109,236
S9122-S9122,236
S9123-S9123,236
S9124-S9124,236
S9125-S9125,236
S9126-S9126,236
S9128-S9128,236
S9129-S9129,236
S9131-S9131,236
S9200-S9200,236
S9208-S9208,236
S9209-S9209,236
S9210-S9210,236
S9211-S9211,236
S9212-S9212,236
S9213-S9213,236
S9214-S9214,236
S9216-S9216,236
S9217-S9217,236
S9218-S9218,236
S9220-S9220,236
S9225-S9225,236
S9230-S9230,236
S9300-S9300,236
S9308-S9308,236
S9310-S9310,236
S9325-S9325,236
S9326-S9326,236
S9327-S9327,236
S9328-S9328,236
S9329-S9329,236
S9330-S9330,236
S9331-S9331,236
S9335-S9335,236
S9336-S9336,236
S9338-S9338,236
S9339-S9339,236
S9340-S9340,236
S9341-S9341,236
S9342-S9342,236
S9343-S9343,236
S9345-S9345,236
S9346-S9346,236
S9347-S9347,236
S9348-S9348,236
S9349-S9349,236
S9351-S9351,236
S9353-S9353,236
S9355-S9355,236
S9357-S9357,236
S9359-S9359,236
S9361-S9361,236
S9363-S9363,236
S9364-S9364,236
S9365-S9365,236
S9366-S9366,236
S9367-S9367,236
S9368-S9368,236
S9370-S9370,236
S9372-S9372,236
S9373-S9373,236
S9374-S9374,236
S9375-S9375,236
S9376-S9376,236
S9377-S9377,236
S9379-S9379,236
S9395-S9395,236
S9420-S9420,236
S9423-S9423,236
S9425-S9425,236
S9490-S9490,236
S9494-S9494,236
S9497-S9497,236
S9500-S9500,236
S9501-S9501,236
S9502-S9502,236
S9503-S9503,236
S9504-S9504,236
S9524-S9524,236
S9526-S9526,236
S9537-S9537,236
S9538-S9538,236
S9542-S9542,236
S9546-S9546,236
S9550-S9550,236
S9555-S9555,236
S9558-S9558,236
S9559-S9559,236
S9560-S9560,236
S9562-S9562,236
S9590-S9590,236
S9800-S9800,236
S9802-S9802,236
S9803-S9803,236
S9810-S9810,236
T1019-T1019,236
T1020-T1020,236
T1021-T1021,236
T1022-T1022,236
T1028-T1028,236
T1029-T1029,236
T1030-T1030,236
T1031-T1031,236
T2042-T2042,236
T2043-T2043,236
0115T-0115T,237
0116T-0116T,237
0117T-0117T,237
0130T-0130T,237
79900-79999,237
95170-95170,237
96521-96522,237
97802-97804,237
98960-99002,237
99070-99082,237
99190-99192,237
99199-99199,237
C9708-C9708,237
G0108-G0108,237
G0109-G0109,237
G0110-G0110,237
G0111-G0111,237
G0112-G0112,237
G0113-G0113,237
G0114-G0114,237
G0115-G0115,237
G0116-G0116,237
G0128-G0128,237
G0172-G0172,237
G0175-G0175,237
G0176-G0176,237
G0177-G0177,237
G0179-G0179,237
G0180-G0180,237
G0181-G0181,237
G0182-G0182,237
G0244-G0244,237
G0245-G0245,237
G0248-G0248,237
G0249-G0249,237
G0270-G0270,237
G0271-G0271,237
G0337-G0337,237
G0372-G0372,237
G0375-G0375,237
G0376-G0376,237
G0378-G0378,237
G0379-G0379,237
G0420-G0420,237
G0421-G0421,237
H0041-H0041,237
H0042-H0042,237
H0043-H0043,237
H0044-H0044,237
H2021-H2021,237
H2022-H2022,237
H2023-H2023,237
H2024-H2024,237
Q3014-Q3014,237
S0201-S0201,237
S0206-S0206,237
S0207-S0207,237
S0208-S0208,237
S0220-S0220,237
S0221-S0221,237
S0250-S0250,237
S0255-S0255,237
S0257-S0257,237
S0265-S0265,237
S0280-S0280,237
S0281-S0281,237
S0310-S0310,237
S0315-S0315,237
S0316-S0316,237
S0317-S0317,237
S0320-S0320,237
S0340-S0340,237
S0341-S0341,237
S0342-S0342,237
S0395-S0395,237
S2900-S2900,237
S3005-S3005,237
S5100-S5100,237
S5101-S5101,237
S5102-S5102,237
S5105-S5105,237
S5140-S5140,237
S5141-S5141,237
S5145-S5145,237
S5146-S5146,237
S5150-S5150,237
S5151-S5151,237
S9083-S9083,237
S9088-S9088,237
S9127-S9127,237
S9140-S9140,237
S9141-S9141,237
S9145-S9145,237
S9401-S9401,237
S9430-S9430,237
S9436-S9436,237
S9437-S9437,237
S9438-S9438,237
S9439-S9439,237
S9441-S9441,237
S9442-S9442,237
S9443-S9443,237
S9444-S9444,237
S9445-S9445,237
S9446-S9446,237
S9447-S9447,237
S9449-S9449,237
S9451-S9451,237
S9452-S9452,237
S9453-S9453,237
S9454-S9454,237
S9455-S9455,237
S9460-S9460,237
S9465-S9465,237
S9470-S9470,237
S9482-S9482,237
S9900-S9900,237
S9901-S9901,237
S9970-S9970,237
S9976-S9976,237
S9977-S9977,237
S9981-S9981,237
S9982-S9982,237
S9986-S9986,237
S9988-S9988,237
S9989-S9989,237
S9990-S9990,237
S9991-S9991,237
S9994-S9994,237
S9996-S9996,237
S9999-S9999,237
T1000-T1000,237
T1001-T1001,237
T1002-T1002,237
T1003-T1003,237
T1004-T1004,237
T1005-T1005,237
T1013-T1013,237
T1014-T1014,237
T1016-T1016,237
T1017-T1017,237
T1018-T1018,237
T1023-T1023,237
T1024-T1024,237
T1025-T1025,237
T1026-T1026,237
T1027-T1027,237
T2010-T2010,237
T2011-T2011,237
T2012-T2012,237
T2013-T2013,237
T2014-T2014,237
T2015-T2015,237
T2016-T2016,237
T2017-T2017,237
T2018-T2018,237
T2019-T2019,237
T2020-T2020,237
T2021-T2021,237
T2022-T2022,237
T2023-T2023,237
T2024-T2024,237
T2025-T2025,237
T2026-T2026,237
T2027-T2027,237
T2030-T2030,237
T2031-T2031,237
T2032-T2032,237
T2033-T2033,237
T2034-T2034,237
T2035-T2035,237
T2036-T2036,237
T2037-T2037,237
T2038-T2038,237
T2040-T2040,237
T2041-T2041,237
T2044-T2044,237
T2045-T2045,237
T2046-T2046,237
S4011-S4011,238
S4013-S4013,238
S4014-S4014,238
S4015-S4015,238
S4016-S4016,238
S4017-S4017,238
S4018-S4018,238
S4020-S4020,238
S4021-S4021,238
S4022-S4022,238
S4023-S4023,238
S4025-S4025,238
S4026-S4026,238
S4028-S4028,238
S4035-S4035,238
S4037-S4037,238
S4040-S4040,238
S4042-S4042,238
A0021-A0021,239
A0030-A0030,239
A0040-A0040,239
A0050-A0050,239
A0080-A0080,239
A0090-A0090,239
A0100-A0100,239
A0110-A0110,239
A0120-A0120,239
A0130-A0130,239
A0140-A0140,239
A0160-A0160,239
A0170-A0170,239
A0180-A0180,239
A0190-A0190,239
A0200-A0200,239
A0210-A0210,239
A0225-A0225,239
A0300-A0300,239
A0302-A0302,239
A0304-A0304,239
A0306-A0306,239
A0308-A0308,239
A0310-A0310,239
A0320-A0320,239
A0322-A0322,239
A0324-A0324,239
A0326-A0326,239
A0328-A0328,239
A0330-A0330,239
A0340-A0340,239
A0342-A0342,239
A0344-A0344,239
A0346-A0346,239
A0348-A0348,239
A0350-A0350,239
A0360-A0360,239
A0362-A0362,239
A0364-A0364,239
A0366-A0366,239
A0368-A0368,239
A0370-A0370,239
A0380-A0380,239
A0382-A0382,239
A0384-A0384,239
A0390-A0390,239
A0392-A0392,239
A0394-A0394,239
A0396-A0396,239
A0398-A0398,239
A0420-A0420,239
A0422-A0422,239
A0424-A0424,239
A0425-A0425,239
A0426-A0426,239
A0427-A0427,239
A0428-A0428,239
A0429-A0429,239
A0430-A0430,239
A0431-A0431,239
A0432-A0432,239
A0433-A0433,239
A0434-A0434,239
A0435-A0435,239
A0436-A0436,239
A0800-A0800,239
A0888-A0888,239
A0998-A0998,239
A0999-A0999,239
A9901-A9901,239
G0240-G0240,239
G0241-G0241,239
P9603-P9603,239
P9604-P9604,239
Q0186-Q0186,239
Q3017-Q3017,239
Q3019-Q3019,239
Q3020-Q3020,239
R0070-R0070,239
R0075-R0075,239
R0076-R0076,239
S0209-S0209,239
S0215-S0215,239
S9381-S9381,239
S9960-S9960,239
S9961-S9961,239
S9975-S9975,239
S9992-S9992,239
T2001-T2001,239
T2002-T2002,239
T2003-T2003,239
T2004-T2004,239
T2005-T2005,239
T2006-T2006,239
T2007-T2007,239
T2049-T2049,239
A4801-A4801,240
A4802-A4802,240
A9150-A9150,240
A9152-A9152,240
A9153-A9153,240
A9575-A9575,240
A9581-A9581,240
A9582-A9582,240
A9583-A9583,240
A9604-A9604,240
C1024-C1024,240
C1084-C1084,240
C1086-C1086,240
C1166-C1166,240
C1167-C1167,240
C1178-C1178,240
C1203-C1203,240
C1207-C1207,240
C1774-C1774,240
C8950-C8950,240
C8951-C8951,240
C8952-C8952,240
C8953-C8953,240
C8954-C8954,240
C8955-C8955,240
C8957-C8957,240
C9000-C9000,240
C9001-C9001,240
C9002-C9002,240
C9003-C9003,240
C9004-C9004,240
C9005-C9005,240
C9006-C9006,240
C9007-C9007,240
C9008-C9008,240
C9009-C9009,240
C9010-C9010,240
C9011-C9011,240
C9012-C9012,240
C9017-C9017,240
C9018-C9018,240
C9019-C9019,240
C9020-C9020,240
C9021-C9021,240
C9022-C9022,240
C9023-C9023,240
C9025-C9025,240
C9026-C9026,240
C9027-C9027,240
C9104-C9104,240
C9105-C9105,240
C9106-C9106,240
C9107-C9107,240
C9108-C9108,240
C9109-C9109,240
C9110-C9110,240
C9111-C9111,240
C9112-C9112,240
C9113-C9113,240
C9114-C9114,240
C9115-C9115,240
C9116-C9116,240
C9117-C9117,240
C9118-C9118,240
C9119-C9119,240
C9120-C9120,240
C9121-C9121,240
C9124-C9124,240
C9125-C9125,240
C9126-C9126,240
C9127-C9127,240
C9128-C9128,240
C9129-C9129,240
C9132-C9132,240
C9133-C9133,240
C9134-C9134,240
C9135-C9135,240
C9136-C9136,240
C9202-C9202,240
C9203-C9203,240
C9204-C9204,240
C9205-C9205,240
C9207-C9207,240
C9208-C9208,240
C9209-C9209,240
C9210-C9210,240
C9211-C9211,240
C9212-C9212,240
C9213-C9213,240
C9214-C9214,240
C9215-C9215,240
C9216-C9216,240
C9217-C9217,240
C9218-C9218,240
C9219-C9219,240
C9220-C9220,240
C9223-C9223,240
C9224-C9224,240
C9225-C9225,240
C9226-C9226,240
C9232-C9232,240
C9233-C9233,240
C9234-C9234,240
C9235-C9235,240
C9236-C9236,240
C9237-C9237,240
C9238-C9238,240
C9239-C9239,240
C9240-C9240,240
C9241-C9241,240
C9242-C9242,240
C9243-C9243,240
C9244-C9244,240
C9245-C9245,240
C9246-C9246,240
C9247-C9247,240
C9248-C9248,240
C9249-C9249,240
C9251-C9251,240
C9252-C9252,240
C9253-C9253,240
C9254-C9254,240
C9255-C9255,240
C9256-C9256,240
C9257-C9257,240
C9258-C9258,240
C9259-C9259,240
C9260-C9260,240
C9261-C9261,240
C9262-C9262,240
C9263-C9263,240
C9264-C9264,240
C9265-C9265,240
C9266-C9266,240
C9267-C9267,240
C9268-C9268,240
C9269-C9269,240
C9270-C9270,240
C9271-C9271,240
C9272-C9272,240
C9273-C9273,240
C9274-C9274,240
C9275-C9275,240
C9276-C9276,240
C9277-C9277,240
C9278-C9278,240
C9279-C9279,240
C9280-C9280,240
C9281-C9281,240
C9282-C9282,240
C9283-C9283,240
C9284-C9284,240
C9285-C9285,240
C9286-C9286,240
C9287-C9287,240
C9288-C9288,240
C9289-C9289,240
C9290-C9290,240
C9291-C9291,240
C9292-C9292,240
C9293-C9293,240
C9294-C9294,240
C9295-C9295,240
C9296-C9296,240
C9399-C9399,240
C9410-C9410,240
C9411-C9411,240
C9412-C9412,240
C9413-C9413,240
C9414-C9414,240
C9415-C9415,240
C9417-C9417,240
C9418-C9418,240
C9419-C9419,240
C9420-C9420,240
C9421-C9421,240
C9422-C9422,240
C9423-C9423,240
C9424-C9424,240
C9425-C9425,240
C9426-C9426,240
C9427-C9427,240
C9428-C9428,240
C9429-C9429,240
C9430-C9430,240
C9431-C9431,240
C9432-C9432,240
C9433-C9433,240
C9435-C9435,240
C9436-C9436,240
C9437-C9437,240
C9438-C9438,240
C9439-C9439,240
C9440-C9440,240
C9441-C9441,240
C9443-C9443,240
C9444-C9444,240
C9446-C9446,240
C9447-C9447,240
C9497-C9497,240
G0292-G0292,240
G0333-G0333,240
G0351-G0351,240
G0369-G0369,240
G0370-G0370,240
G0371-G0371,240
G0374-G0374,240
G0377-G0377,240
G0429-G0429,240
G3001-G3001,240
G9147-G9147,240
J0120-J0120,240
J0128-J0128,240
J0129-J0129,240
J0130-J0130,240
J0131-J0131,240
J0132-J0132,240
J0133-J0133,240
J0135-J0135,240
J0150-J0150,240
J0151-J0151,240
J0152-J0152,240
J0153-J0153,240
J0170-J0170,240
J0171-J0171,240
J0178-J0178,240
J0180-J0180,240
J0190-J0190,240
J0200-J0200,240
J0205-J0205,240
J0207-J0207,240
J0210-J0210,240
J0215-J0215,240
J0220-J0220,240
J0221-J0221,240
J0256-J0256,240
J0257-J0257,240
J0270-J0270,240
J0275-J0275,240
J0278-J0278,240
J0280-J0280,240
J0282-J0282,240
J0285-J0285,240
J0286-J0286,240
J0287-J0287,240
J0288-J0288,240
J0289-J0289,240
J0290-J0290,240
J0295-J0295,240
J0300-J0300,240
J0330-J0330,240
J0340-J0340,240
J0348-J0348,240
J0350-J0350,240
J0360-J0360,240
J0364-J0364,240
J0365-J0365,240
J0380-J0380,240
J0390-J0390,240
J0395-J0395,240
J0400-J0400,240
J0401-J0401,240
J0456-J0456,240
J0460-J0460,240
J0461-J0461,240
J0470-J0470,240
J0475-J0475,240
J0476-J0476,240
J0480-J0480,240
J0485-J0485,240
J0490-J0490,240
J0500-J0500,240
J0510-J0510,240
J0515-J0515,240
J0520-J0520,240
J0530-J0530,240
J0540-J0540,240
J0550-J0550,240
J0558-J0558,240
J0559-J0559,240
J0560-J0560,240
J0561-J0561,240
J0570-J0570,240
J0571-J0571,240
J0572-J0572,240
J0573-J0573,240
J0574-J0574,240
J0575-J0575,240
J0580-J0580,240
J0583-J0583,240
J0585-J0585,240
J0586-J0586,240
J0587-J0587,240
J0588-J0588,240
J0590-J0590,240
J0592-J0592,240
J0594-J0594,240
J0595-J0595,240
J0597-J0597,240
J0598-J0598,240
J0600-J0600,240
J0610-J0610,240
J0620-J0620,240
J0630-J0630,240
J0635-J0635,240
J0636-J0636,240
J0637-J0637,240
J0638-J0638,240
J0640-J0640,240
J0641-J0641,240
J0670-J0670,240
J0690-J0690,240
J0692-J0692,240
J0694-J0694,240
J0695-J0695,240
J0696-J0696,240
J0697-J0697,240
J0698-J0698,240
J0702-J0702,240
J0704-J0704,240
J0706-J0706,240
J0710-J0710,240
J0712-J0712,240
J0713-J0713,240
J0715-J0715,240
J0716-J0716,240
J0717-J0717,240
J0718-J0718,240
J0720-J0720,240
J0725-J0725,240
J0730-J0730,240
J0735-J0735,240
J0740-J0740,240
J0743-J0743,240
J0744-J0744,240
J0745-J0745,240
J0760-J0760,240
J0770-J0770,240
J0775-J0775,240
J0780-J0780,240
J0795-J0795,240
J0800-J0800,240
J0810-J0810,240
J0833-J0833,240
J0834-J0834,240
J0835-J0835,240
J0840-J0840,240
J0850-J0850,240
J0878-J0878,240
J0880-J0880,240
J0881-J0881,240
J0882-J0882,240
J0885-J0885,240
J0886-J0886,240
J0887-J0887,240
J0888-J0888,240
J0890-J0890,240
J0894-J0894,240
J0895-J0895,240
J0897-J0897,240
J0900-J0900,240
J0945-J0945,240
J0970-J0970,240
J1000-J1000,240
J1020-J1020,240
J1030-J1030,240
J1040-J1040,240
J1050-J1050,240
J1051-J1051,240
J1055-J1055,240
J1056-J1056,240
J1060-J1060,240
J1070-J1070,240
J1071-J1071,240
J1080-J1080,240
J1090-J1090,240
J1094-J1094,240
J1095-J1095,240
J1100-J1100,240
J1110-J1110,240
J1120-J1120,240
J1160-J1160,240
J1162-J1162,240
J1165-J1165,240
J1170-J1170,240
J1180-J1180,240
J1190-J1190,240
J1200-J1200,240
J1205-J1205,240
J1212-J1212,240
J1230-J1230,240
J1240-J1240,240
J1245-J1245,240
J1250-J1250,240
J1260-J1260,240
J1265-J1265,240
J1267-J1267,240
J1270-J1270,240
J1290-J1290,240
J1300-J1300,240
J1320-J1320,240
J1322-J1322,240
J1324-J1324,240
J1325-J1325,240
J1327-J1327,240
J1330-J1330,240
J1335-J1335,240
J1362-J1362,240
J1364-J1364,240
J1380-J1380,240
J1390-J1390,240
J1410-J1410,240
J1430-J1430,240
J1435-J1435,240
J1436-J1436,240
J1438-J1438,240
J1439-J1439,240
J1440-J1440,240
J1441-J1441,240
J1442-J1442,240
J1446-J1446,240
J1450-J1450,240
J1451-J1451,240
J1452-J1452,240
J1453-J1453,240
J1455-J1455,240
J1457-J1457,240
J1458-J1458,240
J1459-J1459,240
J1460-J1460,240
J1470-J1470,240
J1480-J1480,240
J1490-J1490,240
J1500-J1500,240
J1510-J1510,240
J1520-J1520,240
J1530-J1530,240
J1540-J1540,240
J1550-J1550,240
J1556-J1556,240
J1557-J1557,240
J1559-J1559,240
J1560-J1560,240
J1561-J1561,240
J1562-J1562,240
J1563-J1563,240
J1564-J1564,240
J1565-J1565,240
J1566-J1566,240
J1567-J1567,240
J1568-J1568,240
J1569-J1569,240
J1570-J1570,240
J1571-J1571,240
J1572-J1572,240
J1573-J1573,240
J1580-J1580,240
J1590-J1590,240
J1595-J1595,240
J1599-J1599,240
J1600-J1600,240
J1602-J1602,240
J1610-J1610,240
J1620-J1620,240
J1626-J1626,240
J1630-J1630,240
J1631-J1631,240
J1640-J1640,240
J1642-J1642,240
J1644-J1644,240
J1645-J1645,240
J1650-J1650,240
J1652-J1652,240
J1655-J1655,240
J1670-J1670,240
J1675-J1675,240
J1680-J1680,240
J1690-J1690,240
J1700-J1700,240
J1710-J1710,240
J1720-J1720,240
J1725-J1725,240
J1730-J1730,240
J1739-J1739,240
J1740-J1740,240
J1741-J1741,240
J1742-J1742,240
J1743-J1743,240
J1744-J1744,240
J1745-J1745,240
J1750-J1750,240
J1751-J1751,240
J1752-J1752,240
J1755-J1755,240
J1756-J1756,240
J1760-J1760,240
J1770-J1770,240
J1780-J1780,240
J1785-J1785,240
J1786-J1786,240
J1790-J1790,240
J1800-J1800,240
J1810-J1810,240
J1815-J1815,240
J1817-J1817,240
J1820-J1820,240
J1825-J1825,240
J1826-J1826,240
J1830-J1830,240
J1835-J1835,240
J1840-J1840,240
J1850-J1850,240
J1885-J1885,240
J1890-J1890,240
J1910-J1910,240
J1930-J1930,240
J1931-J1931,240
J1940-J1940,240
J1945-J1945,240
J1950-J1950,240
J1953-J1953,240
J1955-J1955,240
J1956-J1956,240
J1960-J1960,240
J1970-J1970,240
J1980-J1980,240
J1990-J1990,240
J2000-J2000,240
J2001-J2001,240
J2010-J2010,240
J2020-J2020,240
J2060-J2060,240
J2150-J2150,240
J2170-J2170,240
J2175-J2175,240
J2180-J2180,240
J2185-J2185,240
J2210-J2210,240
J2212-J2212,240
J2240-J2240,240
J2248-J2248,240
J2250-J2250,240
J2260-J2260,240
J2265-J2265,240
J2270-J2270,240
J2271-J2271,240
J2274-J2274,240
J2275-J2275,240
J2278-J2278,240
J2280-J2280,240
J2300-J2300,240
J2310-J2310,240
J2315-J2315,240
J2320-J2320,240
J2321-J2321,240
J2322-J2322,240
J2323-J2323,240
J2324-J2324,240
J2325-J2325,240
J2330-J2330,240
J2350-J2350,240
J2352-J2352,240
J2353-J2353,240
J2354-J2354,240
J2355-J2355,240
J2357-J2357,240
J2358-J2358,240
J2360-J2360,240
J2370-J2370,240
J2400-J2400,240
J2405-J2405,240
J2410-J2410,240
J2425-J2425,240
J2426-J2426,240
J2430-J2430,240
J2440-J2440,240
J2460-J2460,240
J2469-J2469,240
J2480-J2480,240
J2500-J2500,240
J2501-J2501,240
J2503-J2503,240
J2504-J2504,240
J2505-J2505,240
J2507-J2507,240
J2510-J2510,240
J2512-J2512,240
