cpt_code_range,ccs_numerical_label
0090T-0090T,154
0091T-0091T,154
0092T-0092T,154
0096T-0098T,154
0375T-0375T,154
21240-21243,154
23420-23420,154
23470-23474,154
24360-24371,154
25330-25332,154
25441-25449,154
26527-26536,154
27700-27703,154
29826-29826,154
S2117-S2117,154
20600-20611,155
0263T-0264T,156
20500-20500,156
20527-20553,156
20612-20612,156
64650-64653,156
G0259-G0259,156
G0260-G0260,156
M0076-M0076,156
S2360-S2360,156
S2361-S2361,156
27290-27295,157
27590-27598,157
27880-27889,157
28800-28825,157
0163T-0164T,158
0165T-0165T,158
0195T-0195T,158
0196T-0196T,158
0309T-0309T,158
22532-22812,158
22840-22855,158
22857-22857,158
22862-22862,158
22865-22865,158
20200-20251,159
20501-20501,159
20950-20950,159
21550-21550,159
21920-21925,159
23065-23066,159
23100-23101,159
23107-23107,159
24065-24066,159
24100-24101,159
25040-25066,159
25100-25101,159
26100-26110,159
27040-27041,159
27050-27052,159
27323-27324,159
27330-27330,159
27613-27614,159
27620-27620,159
28050-28054,159
20520-20525,160
20920-20924,160
21013-21016,160
21554-21554,160
21556-21558,160
21700-21700,160
21720-21725,160
21743-21743,160
21930-21930,160
21932-21936,160
22900-22901,160
22904-22905,160
23000-23030,160
23073-23073,160
23078-23078,160
23395-23397,160
23405-23412,160
23430-23440,160
23930-23931,160
24073-24073,160
24076-24079,160
24105-24105,160
24201-24201,160
24301-24342,160
24354-24354,160
24495-24495,160
25000-25031,160
25073-25073,160
25076-25078,160
25109-25116,160
25248-25248,160
25260-25318,160
26020-26030,160
26035-26060,160
26113-26113,160
26116-26125,160
26160-26180,160
26350-26510,160
26550-26550,160
26580-26580,160
26591-26593,160
27000-27001,160
27005-27027,160
27045-27045,160
27048-27049,160
27057-27062,160
27087-27087,160
27097-27111,160
27301-27301,160
27305-27307,160
27328-27329,160
27331-27331,160
27339-27345,160
27364-27364,160
27372-27400,160
27430-27430,160
27496-27499,160
27600-27606,160
27615-27616,160
27619-27619,160
27626-27630,160
27634-27634,160
27650-27692,160
27892-27894,160
28001-28003,160
28008-28011,160
28041-28041,160
28045-28047,160
28060-28062,160
28086-28092,160
28192-28250,160
28360-28360,160
28737-28737,160
28890-28890,160
29827-29828,160
20615-20615,161
20665-20697,161
20900-20902,161
20930-20938,161
20955-20973,161
20975-20975,161
21120-21208,161
21210-21215,161
21244-21275,161
21510-21510,161
21750-21750,161
22140-22142,161
22150-22152,161
22830-22830,161
23035-23035,161
23170-23174,161
23400-23400,161
23480-23491,161
23935-23935,161
24134-24138,161
24400-24420,161
24435-24470,161
24935-24935,161
25035-25035,161
25145-25145,161
25350-25394,161
25425-25430,161
25450-25492,161
26034-26034,161
26185-26185,161
26546-26546,161
26551-26555,161
26557-26559,161
26565-26568,161
26992-26992,161
27080-27080,161
27140-27140,161
27151-27151,161
27161-27170,161
27303-27303,161
27448-27468,161
27475-27485,161
27607-27607,161
27705-27715,161
27727-27745,161
28005-28005,161
28102-28103,161
28106-28107,161
28116-28116,161
28300-28312,161
28315-28315,161
28344-28344,161
61316-61316,161
0012T-0013T,162
0093T-0093T,162
0094T-0094T,162
0095T-0095T,162
0102T-0102T,162
0334T-0335T,162
21010-21010,162
21073-21073,162
23031-23031,162
23040-23044,162
23105-23106,162
23331-23332,162
23334-23335,162
23450-23466,162
23700-23802,162
23929-23929,162
24000-24000,162
24155-24155,162
24300-24300,162
24343-24352,162
24357-24359,162
24800-24802,162
25105-25107,162
25118-25118,162
25250-25259,162
25320-25320,162
25335-25337,162
25800-25830,162
26070-26080,162
26130-26145,162
26340-26340,162
26516-26518,162
26540-26545,162
26548-26548,162
26556-26556,162
26820-26863,162
26990-26991,162
27030-27033,162
27054-27054,162
27090-27091,162
27120-27120,162
27146-27147,162
27156-27158,162
27275-27286,162
27299-27299,162
27310-27310,162
27334-27335,162
27412-27416,162
27488-27488,162
27570-27580,162
27610-27610,162
27625-27625,162
27695-27698,162
27704-27704,162
27870-27871,162
28020-28024,162
28070-28072,162
28705-28735,162
28740-28750,162
29806-29807,162
29820-29823,162
29835-29838,162
29844-29846,162
29861-29868,162
29874-29879,162
29885-29887,162
29891-29892,162
29894-29899,162
29901-29907,162
S2115-S2115,162
S2325-S2325,162
0101T-0101T,163
20974-20974,163
20979-20983,163
26341-26341,163
29700-29715,163
79440-79445,163
98940-98943,163
0027T-0027T,164
0171T-0172T,164
0219T-0222T,164
20005-20005,164
20555-20555,164
20802-20840,164
20910-20910,164
20985-20999,164
21060-21060,164
21230-21235,164
21299-21299,164
21499-21499,164
21685-21685,164
21740-21742,164
21899-21899,164
22899-22899,164
22999-22999,164
23076-23077,164
23333-23333,164
23900-23921,164
24900-24931,164
24940-24999,164
25900-25999,164
26320-26320,164
26585-26590,164
26910-26989,164
27470-27470,164
27599-27599,164
27899-27899,164
28899-28899,164
0046T-0046T,165
0047T-0047T,165
0060T-0060T,165
19000-19001,165
19030-19103,165
19281-19295,165
0301T-0301T,166
19120-19126,166
19160-19162,166
19297-19297,166
19301-19302,166
19180-19240,167
19300-19300,167
19303-19307,167
10000-10000,168
10040-10061,168
10140-10141,168
10180-10180,168
11740-11740,168
20000-20000,168
21501-21501,168
22010-22015,168
26010-26011,168
11000-11047,169
16010-16030,169
16040-16042,169
69220-69222,169
G0169-G0169,169
10160-10160,170
11050-11062,170
11200-11646,170
15931-15931,170
15934-15934,170
15936-15936,170
15940-15940,170
15944-15944,170
15950-15950,170
15952-15952,170
15956-15956,170
15999-15999,170
17000-17380,170
21011-21012,170
21552-21552,170
21555-21555,170
21931-21931,170
22902-22903,170
23071-23071,170
23075-23075,170
24071-24071,170
24075-24075,170
25071-25071,170
25075-25075,170
26111-26111,170
26115-26115,170
27043-27043,170
27047-27047,170
27327-27327,170
27337-27337,170
27618-27618,170
27632-27632,170
28039-28039,170
28043-28043,170
29893-29893,170
31830-31830,170
12001-13133,171
13160-13300,171
14000-15738,172
15755-15776,172
15840-15845,172
40818-40818,172
C5271-C5271,172
C5272-C5272,172
C5273-C5273,172
C5274-C5274,172
C5275-C5275,172
C5276-C5276,172
C5277-C5277,172
C5278-C5278,172
G0170-G0170,172
G0171-G0171,172
G0440-G0440,172
G0441-G0441,172
0044T-0044T,173
10021-10022,173
11100-11101,173
11755-11755,173
95000-95011,173
95014-95079,173
0045T-0045T,174
0183T-0183T,174
10030-10030,174
10080-10121,174
11700-11732,174
11750-11752,174
11765-11765,174
11920-11954,174
11976-11976,174
11982-11982,174
15788-15793,174
19110-19110,174
19396-19396,174
23330-23330,174
24200-24200,174
36532-36537,174
61885-61888,174
96567-96900,174
96904-96999,174
G0127-G0127,174
G0168-G0168,174
G0247-G0247,174
G0281-G0281,174
G0282-G0282,174
G0283-G0283,174
G0295-G0295,174
G0329-G0329,174
S0390-S0390,174
S2067-S2067,174
0061T-0061T,175
11760-11762,175
11770-11772,175
11960-11971,175
15740-15740,175
15777-15787,175
15810-15819,175
15824-15839,175
15847-15847,175
15860-15879,175
16035-16036,175
17999-17999,175
19020-19020,175
19112-19112,175
19140-19140,175
19296-19296,175
19298-19298,175
19316-19380,175
19499-19499,175
20100-20103,175
20926-20926,175
26560-26562,175
26596-26597,175
27086-27086,175
28190-28190,175
28280-28280,175
30120-30124,175
36530-36531,175
61215-61215,175
62367-62367,175
62368-62368,175
S2066-S2066,175
S2068-S2068,175
0014T-0014T,176
32851-32856,176
33930-33935,176
33944-33945,176
44135-44136,176
47135-47147,176
48160-48160,176
48551-48554,176
65780-65782,176
G0341-G0341,176
G0342-G0342,176
G0343-G0343,176
S2052-S2052,176
S2053-S2053,176
S2054-S2054,176
S2055-S2055,176
S2060-S2060,176
S2102-S2102,176
S2103-S2103,176
S2152-S2152,176
70450-70488,177
70496-70496,177
71250-71275,178
75571-75573,178
S8032-S8032,178
S8093-S8093,178
72191-72194,179
74150-74178,179
74261-74263,179
0042T-0042T,180
0144T-0145T,180
0146T-0146T,180
0147T-0147T,180
0148T-0148T,180
0149T-0149T,180
0150T-0151T,180
0351T-0354T,180
70490-70492,180
72125-72133,180
73200-73206,180
73700-73706,180
76070-76071,180
76355-76375,180
76380-76380,180
76497-76497,180
77011-77014,180
77078-77079,180
G0131-G0131,180
G0132-G0132,180
S8092-S8092,180
62284-62284,181
62302-62305,181
70010-70010,181
72240-72270,181
76082-76092,182
77053-77057,182
77061-77063,182
G0202-G0202,182
G0203-G0203,182
G0204-G0204,182
G0205-G0205,182
G0206-G0206,182
G0207-G0207,182
G0236-G0236,182
S8075-S8075,182
S8080-S8080,182
0174T-0174T,183
0175T-0175T,183
71010-71022,183
71030-71030,183
71035-71035,183
56362-56362,184
74300-74301,184
74220-74230,185
74240-74250,185
74340-74340,185
G0262-G0262,185
74251-74260,186
74270-74283,186
G0106-G0106,186
G0120-G0120,186
G0122-G0122,186
74400-74410,187
75650-75685,188
75600-75635,189
G0288-G0288,189
75820-75822,190
70498-70498,191
75705-75746,191
75774-75791,191
75810-75810,191
75825-75891,191
75894-75898,191
75953-75960,191
75962-75968,191
75978-75978,191
75992-75996,191
S9022-S9022,191
0126T-0126T,192
76506-76536,192
93875-93895,192
S9024-S9024,192
76825-76828,193
76930-76932,193
92978-92979,193
93303-93355,193
93662-93662,193
C8921-C8921,193
C8922-C8922,193
C8923-C8923,193
C8924-C8924,193
C8925-C8925,193
C8926-C8926,193
C8927-C8927,193
C8928-C8928,193
C8929-C8929,193
C8930-C8930,193
76975-76975,194
76776-76778,195
76938-76938,195
G0050-G0050,195
76700-76775,196
93975-93976,196
G0389-G0389,196
0346T-0346T,197
31620-31620,197
37250-37251,197
75945-75946,197
76604-76645,197
76800-76821,197
76830-76886,197
76934-76937,197
76940-76948,197
76970-76970,197
76977-76999,197
93925-93971,197
93978-93981,197
93990-93990,197
G0161-G0161,197
0159T-0159T,198
70336-70336,198
70540-70559,198
71550-71555,198
72141-72159,198
72195-72198,198
73218-73225,198
73718-73725,198
74181-74185,198
75552-75565,198
76093-76094,198
76393-76400,198
76498-76498,198
77021-77022,198
77058-77059,198
77084-77084,198
C8900-C8900,198
C8901-C8901,198
C8902-C8902,198
C8903-C8903,198
C8904-C8904,198
C8905-C8905,198
C8906-C8906,198
C8907-C8907,198
C8908-C8908,198
C8909-C8909,198
C8910-C8910,198
C8911-C8911,198
C8912-C8912,198
C8913-C8913,198
C8914-C8914,198
C8918-C8918,198
C8919-C8919,198
C8920-C8920,198
C8931-C8931,198
C8932-C8932,198
C8933-C8933,198
C8934-C8934,198
C8935-C8935,198
C8936-C8936,198
S8035-S8035,198
S8037-S8037,198
S8042-S8042,198
95812-95827,199
95829-95830,199
95950-95962,199
S9015-S9015,199
50396-50396,200
50684-50686,200
50690-50690,200
51600-51610,200
51725-51798,200
53800-53800,200
81002-81005,200
81025-81099,200
82015-82015,200
82042-82042,200
82089-82089,200
82100-82101,200
82130-82134,200
82141-82141,200
82156-82156,200
82170-82170,200
82727-82727,200
84180-84180,200
89365-89365,200
93015-93018,201
Q0035-Q0035,201
S3904-S3904,201
0068T-0069T,202
0070T-0070T,202
0178T-0179T,202
0180T-0180T,202
0206T-0206T,202
0223T-0225T,202
93000-93014,202
93025-93202,202
93205-93221,202
G0366-G0366,202
G0367-G0367,202
G0368-G0368,202
G0403-G0403,202
G0404-G0404,202
G0405-G0405,202
S9025-S9025,202
0295T-0298T,203
0389T-0391T,203
93224-93255,203
93268-93299,203
93660-93660,203
93724-93735,203
93741-93745,203
G0004-G0004,203
G0005-G0005,203
G0006-G0006,203
G0007-G0007,203
G0015-G0015,203
G0016-G0016,203
G9157-G9157,203
S0345-S0345,203
S0346-S0346,203
S0347-S0347,203
93503-93503,204
82790-82817,205
94700-94710,205
0023T-0023T,206
0041T-0041T,206
0087T-0087T,206
58972-58972,206
80100-80104,206
81000-81001,206
81007-81020,206
82003-82003,206
82043-82070,206
82120-82128,206
82175-82175,206
82230-82231,206
82235-82235,206
82245-82245,206
82260-82260,206
82268-82268,206
82660-82660,206
83015-83018,206
83645-83650,206
83728-83728,206
83805-83805,206
83845-83845,206
83860-83860,206
83862-83862,206
83885-83887,206
83925-83925,206
83948-83948,206
84021-84022,206
84408-84408,206
84447-84448,206
84483-84483,206
85097-85097,206
86319-86319,206
86588-86588,206
86595-86600,206
86812-86826,206
87015-87208,206
87210-87492,206
87495-87999,206
88230-88239,206
88245-88269,206
88280-88299,206
89060-89060,206
89125-89125,206
89160-89190,206
89250-89257,206
89260-89331,206
96902-96902,206
G0430-G0430,206
G0431-G0431,206
G0434-G0434,206
P7001-P7001,206
Q0112-Q0112,206
Q0113-Q0113,206
Q0115-Q0115,206
78102-78104,207
78300-78399,207
78579-78599,208
0331T-0332T,209
70015-70015,209
72285-72285,209
72295-72295,209
78000-78099,209
78195-78195,209
78202-78202,209
78206-78206,209
78216-78220,209
78226-78227,209
78232-78258,209
78262-78276,209
78280-78282,209
78291-78291,209
78414-78428,209
78451-78454,209
78461-78461,209
78465-78465,209
78468-78483,209
78492-78496,209
78601-78601,209
78606-78606,209
78608-78999,209
G0031-G0031,209
G0034-G0034,209
G0035-G0035,209
G0036-G0036,209
G0037-G0037,209
G0038-G0038,209
G0039-G0039,209
G0040-G0040,209
G0041-G0041,209
G0042-G0042,209
G0043-G0043,209
G0044-G0044,209
G0045-G0045,209
G0046-G0046,209
G0047-G0047,209
G0125-G0125,209
G0126-G0126,209
G0163-G0163,209
G0164-G0164,209
G0165-G0165,209
G0210-G0210,209
G0211-G0211,209
G0212-G0212,209
G0213-G0213,209
G0214-G0214,209
G0215-G0215,209
G0216-G0216,209
G0217-G0217,209
G0218-G0218,209
G0219-G0219,209
G0220-G0220,209
G0221-G0221,209
G0222-G0222,209
G0223-G0223,209
G0224-G0224,209
G0225-G0225,209
G0226-G0226,209
G0227-G0227,209
G0228-G0228,209
G0229-G0229,209
G0230-G0230,209
G0231-G0231,209
G0232-G0232,209
G0233-G0233,209
G0234-G0234,209
G0252-G0252,209
G0253-G0253,209
G0296-G0296,209
G0336-G0336,209
S8004-S8004,209
S8085-S8085,209
78110-78193,210
78199-78201,210
78205-78205,210
78215-78215,210
78223-78223,210
78230-78231,210
78261-78261,210
78278-78278,210
78290-78290,210
78299-78299,210
78445-78445,210
78455-78460,210
78464-78464,210
78466-78466,210
78491-78491,210
78499-78499,210
78600-78600,210
78605-78605,210
78607-78607,210
G0030-G0030,210
G0032-G0032,210
G0033-G0033,210
G0235-G0235,210
S9023-S9023,210
0007T-0007T,211
0073T-0073T,211
0082T-0082T,211
0083T-0083T,211
0182T-0182T,211
0197T-0197T,211
41019-41019,211
50959-50959,211
50978-50978,211
74235-74235,211
76950-76965,211
77261-77334,211
77338-77338,211
77371-77799,211
79030-79403,211
C2638-C2638,211
C2639-C2639,211
C2640-C2640,211
C2641-C2641,211
C2642-C2642,211
C2643-C2643,211
C2644-C2644,211
C2698-C2698,211
C2699-C2699,211
C9714-C9714,211
C9715-C9715,211
C9725-C9725,211
C9726-C9726,211
C9727-C9727,211
C9728-C9728,211
G0174-G0174,211
G0178-G0178,211
G0242-G0242,211
G0243-G0243,211
G0251-G0251,211
G0256-G0256,211
G0261-G0261,211
G0273-G0273,211
G0274-G0274,211
G0338-G0338,211
G0339-G0339,211
G0340-G0340,211
G0458-G0458,211
G6001-G6001,211
G6002-G6002,211
G6003-G6003,211
G6004-G6004,211
G6005-G6005,211
G6006-G6006,211
G6007-G6007,211
G6008-G6008,211
G6009-G6009,211
G6010-G6010,211
G6011-G6011,211
G6012-G6012,211
G6013-G6013,211
G6014-G6014,211
G6015-G6015,211
G6016-G6016,211
G6017-G6017,211
S8030-S8030,211
S8049-S8049,211
95831-95852,212
97001-97006,212
97700-97752,212
Q0086-Q0086,212
S9033-S9033,212
90900-90915,213
97010-97010,213
97014-97035,213
97110-97120,213
97124-97128,213
97140-97150,213
97250-97265,213
97530-97531,213
97545-97546,213
97780-97781,213
97810-97814,213
G0129-G0129,213
Q0082-Q0082,213
S8930-S8930,213
S8945-S8945,213
S8950-S8950,213
S8990-S8990,213
0299T-0300T,214
15852-15852,214
16000-16000,214
20650-20664,214
29000-29590,214
29720-29799,214
97012-97012,214
97036-97036,214
97122-97122,214
97220-97241,214
97597-97608,214
G0456-G0456,214
G0457-G0457,214
92507-92508,215
92597-92598,215
93668-93668,215
93797-93798,215
97039-97039,215
97139-97139,215
97500-97521,215
97532-97542,215
97755-97770,215
97799-97799,215
98925-98929,215
G0197-G0197,215
G0198-G0198,215
G0199-G0199,215
G0200-G0200,215
G0201-G0201,215
G0422-G0422,215
G0423-G0423,215
S8940-S8940,215
S9152-S9152,215
S9472-S9472,215
S9473-S9473,215
S9476-S9476,215
V5362-V5362,215
V5363-V5363,215
31500-31500,216
94656-94662,216
94640-94652,217
94667-94669,217
G0237-G0237,217
G0238-G0238,217
G0239-G0239,217
G0424-G0424,217
0359T-0374T,218
90785-90785,218
90791-90792,218
90801-90899,218
95883-95883,218
96100-96103,218
96116-96155,218
99178-99178,218
G0409-G0409,218
G0410-G0410,218
G0411-G0411,218
G0444-G0444,218
H0031-H0031,218
H0032-H0032,218
H0035-H0035,218
H0036-H0036,218
H0037-H0037,218
H0046-H0046,218
H2013-H2013,218
H2017-H2017,218
H2018-H2018,218
H2027-H2027,218
H2028-H2028,218
H2029-H2029,218
H2030-H2030,218
H2031-H2031,218
H2032-H2032,218
H2033-H2033,218
H2037-H2037,218
M0064-M0064,218
S9480-S9480,218
S9484-S9484,218
S9485-S9485,218
T2048-T2048,218
G0396-G0396,219
G0397-G0397,219
G0442-G0442,219
G0443-G0443,219
H0001-H0001,219
H0002-H0002,219
H0003-H0003,219
H0004-H0004,219
H0005-H0005,219
H0006-H0006,219
H0007-H0007,219
H0008-H0008,219
H0009-H0009,219
H0010-H0010,219
H0011-H0011,219
H0012-H0012,219
H0013-H0013,219
H0014-H0014,219
H0015-H0015,219
H0016-H0016,219
H0017-H0017,219
H0018-H0018,219
H0019-H0019,219
H0020-H0020,219
H0021-H0021,219
H0022-H0022,219
H0023-H0023,219
H0024-H0024,219
H0025-H0025,219
H0026-H0026,219
H0027-H0027,219
H0028-H0028,219
H0029-H0029,219
H0030-H0030,219
H0033-H0033,219
H0038-H0038,219
H0039-H0039,219
H0040-H0040,219
H0047-H0047,219
H0048-H0048,219
H0049-H0049,219
H0050-H0050,219
H2001-H2001,219
H2011-H2011,219
H2012-H2012,219
H2014-H2014,219
H2015-H2015,219
H2016-H2016,219
H2019-H2019,219
H2020-H2020,219
H2025-H2025,219
H2026-H2026,219
H2034-H2034,219
H2035-H2035,219
H2036-H2036,219
S9475-S9475,219
T1006-T1006,219
T1007-T1007,219
T1008-T1008,219
T1009-T1009,219
T1010-T1010,219
T1011-T1011,219
T1012-T1012,219
0025T-0025T,220
0198T-0198T,220
0208T-0212T,220
0378T-0380T,220
70030-70030,220
92002-92140,220
92225-92499,220
92506-92506,220
92510-92510,220
92531-92547,220
92550-92596,220
92601-92609,220
92618-92625,220
99172-99174,220
G0117-G0117,220
G0118-G0118,220
S0618-S0618,220
V5008-V5008,220
V5010-V5010,220
V5020-V5020,220
V5299-V5299,220
43752-43757,221
G0272-G0272,221
36430-36455,222
C1009-C1009,222
C1010-C1010,222
C1011-C1011,222
C1012-C1012,222
C1013-C1013,222
C1014-C1014,222
C1015-C1015,222
C1016-C1016,222
C1017-C1017,222
C1018-C1018,222
C1019-C1019,222
C1020-C1020,222
C1021-C1021,222
C1022-C1022,222
C9500-C9500,222
C9501-C9501,222
C9502-C9502,222
C9503-C9503,222
C9504-C9504,222
C9505-C9505,222
C9506-C9506,222
P9010-P9010,222
P9011-P9011,222
P9012-P9012,222
P9013-P9013,222
P9016-P9016,222
P9017-P9017,222
P9018-P9018,222
P9019-P9019,222
P9020-P9020,222
P9021-P9021,222
P9022-P9022,222
P9023-P9023,222
P9031-P9031,222
P9032-P9032,222
P9033-P9033,222
P9034-P9034,222
P9035-P9035,222
P9036-P9036,222
P9037-P9037,222
P9038-P9038,222
P9039-P9039,222
P9040-P9040,222
P9041-P9041,222
P9042-P9042,222
P9043-P9043,222
P9045-P9045,222
P9046-P9046,222
P9047-P9047,222
P9048-P9048,222
P9050-P9050,222
P9051-P9051,222
P9052-P9052,222
P9053-P9053,222
P9054-P9054,222
P9055-P9055,222
P9056-P9056,222
P9057-P9057,222
P9058-P9058,222
P9059-P9059,222
P9060-P9060,222
Q0156-Q0156,222
Q0157-Q0157,222
S2142-S2142,222
S2180-S2180,222
S3906-S3906,222
B4102-B4102,223
B4103-B4103,223
B4104-B4104,223
B4149-B4149,223
B4150-B4150,223
B4151-B4151,223
B4152-B4152,223
B4153-B4153,223
B4154-B4154,223
B4155-B4155,223
B4156-B4156,223
B4157-B4157,223
B4158-B4158,223
B4159-B4159,223
B4160-B4160,223
B4161-B4161,223
B4162-B4162,223
B4164-B4164,223
B4168-B4168,223
B4172-B4172,223
B4176-B4176,223
B4178-B4178,223
B4180-B4180,223
B4184-B4184,223
B4185-B4185,223
B4186-B4186,223
B4189-B4189,223
B4193-B4193,223
B4197-B4197,223
B4199-B4199,223
B4216-B4216,223
B4220-B4220,223
B4222-B4222,223
B4224-B4224,223
B5000-B5000,223
B5100-B5100,223
B5200-B5200,223
S5003-S5003,223
S9433-S9433,223
51720-51720,224
61517-61517,224
96400-96520,224
96530-96549,224
C9442-C9442,224
G0355-G0355,224
G0356-G0356,224
G0357-G0357,224
G0358-G0358,224
G0359-G0359,224
G0360-G0360,224
G0361-G0361,224
G0362-G0362,224
Q0083-Q0083,224
Q0084-Q0084,224
Q0085-Q0085,224
S2107-S2107,224
93650-93657,225
0028T-0028T,226
0054T-0054T,226
0055T-0055T,226
0056T-0056T,226
0152T-0152T,226
0286T-0287T,226
0347T-0350T,226
21116-21116,226
23350-23350,226
24220-24220,226
25246-25246,226
27093-27096,226
27370-27370,226
27648-27648,226
31708-31715,226
36598-36598,226
38200-38200,226
38790-38792,226
42550-42550,226
47500-47505,226
49465-49465,226
50394-50394,226
54230-54230,226
55300-55300,226
62290-62291,226
68850-68850,226
70100-70332,226
70350-70390,226
71023-71023,226
71034-71034,226
71036-71036,226
71040-71130,226
72010-72120,226
72170-72190,226
72200-72220,226
72275-72275,226
72291-72292,226
73000-73140,226
73500-73660,226
74000-74022,226
74190-74210,226
74290-74291,226
74305-74327,226
74350-74363,226
74415-74775,226
75801-75809,226
75893-75893,226
75900-75940,226
75952-75952,226
75970-75970,226
75980-75989,226
75998-76066,226
76075-76080,226
76095-76350,226
76376-76377,226
76390-76390,226
76490-76496,226
76499-76499,226
77001-77003,226
77031-77052,226
77071-77077,226
77080-77083,226
77085-77086,226
94772-94772,226
C9723-C9723,226
C9733-C9733,226
C9734-C9734,226
G0130-G0130,226
G0188-G0188,226
G0254-G0254,226
Q0092-Q0092,226
0074T-0074T,227
0089T-0089T,227
0185T-0185T,227
0188T-0189T,227
0203T-0204T,227
0358T-0358T,227
59420-59430,227
77336-77336,227
77370-77370,227
86077-86079,227
88325-88325,227
90951-90970,227
92521-92524,227
92548-92548,227
94780-94781,227
95105-95105,227
95782-95811,227
95828-95828,227
96004-96004,227
96040-96040,227
99026-99050,227
99052-99052,227
99054-99058,227
99090-99091,227
99151-99170,227
99201-99285,227
99291-99435,227
99438-99438,227
99441-99463,227
99468-99480,227
99487-99499,227
99605-99607,227
C9801-C9801,227
C9802-C9802,227
G0246-G0246,227
G0250-G0250,227
G0344-G0344,227
G0380-G0380,227
G0381-G0381,227
G0382-G0382,227
G0383-G0383,227
G0384-G0384,227
G0390-G0390,227
G0398-G0398,227
G0399-G0399,227
G0400-G0400,227
G0402-G0402,227
G0406-G0406,227
G0407-G0407,227
G0408-G0408,227
G0425-G0425,227
G0426-G0426,227
G0427-G0427,227
G0436-G0436,227
G0437-G0437,227
G0438-G0438,227
G0439-G0439,227
G0445-G0445,227
G0446-G0446,227
G0447-G0447,227
G0449-G0449,227
G0451-G0451,227
G0452-G0452,227
G0454-G0454,227
G0459-G0459,227
G0463-G0463,227
G0466-G0466,227
G0467-G0467,227
G0468-G0468,227
G0469-G0469,227
G0470-G0470,227
G0473-G0473,227
G9156-G9156,227
H0034-H0034,227
H0045-H0045,227
H1000-H1000,227
H1001-H1001,227
H1002-H1002,227
H1003-H1003,227
H1004-H1004,227
H1005-H1005,227
H1010-H1010,227
H1011-H1011,227
H2000-H2000,227
H2010-H2010,227
Q5010-Q5010,227
S0260-S0260,227
S0302-S0302,227
S0353-S0353,227
S0354-S0354,227
S0605-S0605,227
S0610-S0610,227
S0612-S0612,227
S0613-S0613,227
S0622-S0622,227
S5190-S5190,227
S9110-S9110,227
S9117-S9117,227
T1015-T1015,227
V5364-V5364,227
90281-90749,228
95115-95165,228
G0008-G0008,228
G0009-G0009,228
G0010-G0010,228
G0190-G0190,228
G0191-G0191,228
G0192-G0192,228
G9141-G9141,228
G9142-G9142,228
Q0034-Q0034,228
Q2034-Q2034,228
Q2035-Q2035,228
Q2036-Q2036,228
Q2037-Q2037,228
Q2038-Q2038,228
Q2039-Q2039,228
Q3021-Q3021,228
Q3022-Q3022,228
Q3023-Q3023,228
S0195-S0195,228
30300-30300,229
30320-30320,229
31511-31511,229
31577-31577,229
31635-31635,229
40804-40805,229
42809-42809,229
43194-43194,229
43215-43215,229
44363-44363,229
44390-44390,229
45307-45307,229
45332-45332,229
45379-45379,229
46608-46608,229
57415-57415,229
58562-58562,229
65205-65205,229
65220-65260,229
69200-69200,229
75961-75961,229
0019T-0020T,230
00872-00873,230
C9720-C9720,230
C9721-C9721,230
G0279-G0279,230
G0280-G0280,230
S9034-S9034,230
0038T-0039T,231
0040T-0040T,231
0213T-0218T,231
0228T-0232T,231
0260T-0261T,231
0342T-0342T,231
11900-11901,231
11975-11975,231
11977-11981,231
11983-11983,231
15850-15851,231
20526-20526,231
36299-36416,231
36511-36522,231
36540-36540,231
36600-36600,231
56321-56321,231
69990-69990,231
90760-90784,231
90788-90788,231
90798-90799,231
92526-92526,231
92599-92599,231
94002-94004,231
94610-94610,231
95180-95199,231
96269-96379,231
96523-96523,231
97610-97610,231
99024-99025,231
99051-99051,231
99053-99053,231
99060-99060,231
99141-99142,231
99180-99186,231
99195-99195,231
99288-99290,231
99436-99436,231
99440-99440,231
99464-99467,231
99481-99486,231
C1300-C1300,231
C9700-C9700,231
G0167-G0167,231
G0173-G0173,231
G0258-G0258,231
G0263-G0263,231
G0264-G0264,231
G0277-G0277,231
G0293-G0293,231
G0294-G0294,231
G0332-G0332,231
G0345-G0345,231
G0346-G0346,231
G0347-G0347,231
G0348-G0348,231
G0349-G0349,231
G0350-G0350,231
G0353-G0353,231
G0354-G0354,231
G0363-G0363,231
G0460-G0460,231
Q0068-Q0068,231
Q0081-Q0081,231
Q5001-Q5001,231
Q5002-Q5002,231
Q5003-Q5003,231
Q5004-Q5004,231
Q5005-Q5005,231
Q5006-Q5006,231
Q5007-Q5007,231
Q5008-Q5008,231
Q5009-Q5009,231
S0630-S0630,231
S2190-S2190,231
S2210-S2210,231
S8001-S8001,231
S8048-S8048,231
S8948-S8948,231
S9056-S9056,231
S9075-S9075,231
S9474-S9474,231
S9533-S9533,231
S9806-S9806,231
00100-00104,232
00120-00126,232
00140-00148,232
00160-00164,232
00170-00176,232
00190-00192,232
00210-00218,232
00220-00222,232
00300-00300,232
00320-00326,232
00350-00352,232
00400-00406,232
00410-00410,232
00420-00420,232
00450-00454,232
00470-00474,232
00500-00500,232
00520-00529,232
00530-00539,232
00540-00548,232
00550-00550,232
00560-00567,232
00580-00580,232
00600-00604,232
00620-00626,232
00630-00635,232
00640-00640,232
00670-00670,232
00700-00702,232
00730-00730,232
00740-00740,232
00750-00756,232
00770-00770,232
00790-00797,232
00800-00806,232
00810-00810,232
00820-00820,232
00830-00836,232
